,UWI
1694,19B/16-27-053-24W3/00
1695,19B/16-27-053-24W3/00
1696,19B/16-27-053-24W3/00
1697,19B/16-27-053-24W3/00
1698,19B/16-27-053-24W3/00
1699,19B/16-27-053-24W3/00
1700,19B/16-27-053-24W3/00
1701,19B/16-27-053-24W3/00
1702,19B/16-27-053-24W3/00
1703,19B/16-27-053-24W3/00
1704,19B/16-27-053-24W3/00
1705,19B/16-27-053-24W3/00
1706,19B/16-27-053-24W3/00
1707,19B/16-27-053-24W3/00
1708,19B/16-27-053-24W3/00
1709,19B/16-27-053-24W3/00
1710,19B/16-27-053-24W3/00
1711,19B/16-27-053-24W3/00
1712,19B/16-27-053-24W3/00
1713,19B/16-27-053-24W3/00
1714,19B/16-27-053-24W3/00
1715,19B/16-27-053-24W3/00
1716,19B/16-27-053-24W3/00
1717,19B/16-27-053-24W3/00
1718,19B/16-27-053-24W3/00
1719,19B/16-27-053-24W3/00
1720,19B/16-27-053-24W3/00
1721,19B/16-27-053-24W3/00
1722,19B/16-27-053-24W3/00
1723,19B/16-27-053-24W3/00
1724,19B/16-27-053-24W3/00
1725,19B/16-27-053-24W3/00
1726,19B/16-27-053-24W3/00
1727,19B/16-27-053-24W3/00
1728,19B/16-27-053-24W3/00
1729,19B/16-27-053-24W3/00
1730,19B/16-27-053-24W3/00
1731,19B/16-27-053-24W3/00
1732,101/01-34-053-24W3/00
1733,101/01-34-053-24W3/00
1734,101/01-34-053-24W3/00
1735,101/01-34-053-24W3/00
1736,101/01-34-053-24W3/00
1737,101/02-34-053-24W3/00
1738,101/02-34-053-24W3/00
1739,101/02-34-053-24W3/00
1740,101/02-34-053-24W3/00
1741,101/02-34-053-24W3/00
1742,101/02-34-053-24W3/00
1743,101/02-34-053-24W3/00
1744,101/02-34-053-24W3/00
1745,101/02-34-053-24W3/00
1746,101/02-34-053-24W3/00
1747,101/02-34-053-24W3/00
1748,101/02-34-053-24W3/00
1749,101/02-34-053-24W3/00
1750,101/02-34-053-24W3/00
1751,101/02-34-053-24W3/00
1752,101/02-34-053-24W3/00
1753,101/02-34-053-24W3/00
1754,101/02-34-053-24W3/00
1755,101/02-34-053-24W3/00
1756,101/02-34-053-24W3/00
1757,101/02-34-053-24W3/00
1758,101/02-34-053-24W3/00
1759,101/02-34-053-24W3/00
1760,101/02-34-053-24W3/00
1761,101/02-34-053-24W3/00
1762,101/02-34-053-24W3/00
1763,101/02-34-053-24W3/00
1764,101/02-34-053-24W3/00
1765,101/02-34-053-24W3/00
1766,101/02-34-053-24W3/00
1767,101/02-34-053-24W3/00
1768,101/02-34-053-24W3/00
1769,101/02-34-053-24W3/00
1770,101/02-34-053-24W3/00
1771,101/02-34-053-24W3/00
1772,101/02-34-053-24W3/00
1773,101/02-34-053-24W3/00
1774,101/02-34-053-24W3/00
1775,101/02-34-053-24W3/00
1776,101/02-34-053-24W3/00
1777,101/02-34-053-24W3/00
1778,101/02-34-053-24W3/00
1779,101/02-34-053-24W3/00
1780,101/02-34-053-24W3/00
1781,101/02-34-053-24W3/00
1782,101/02-34-053-24W3/00
1783,101/02-34-053-24W3/00
1784,101/02-34-053-24W3/00
1785,101/02-34-053-24W3/00
1786,101/02-34-053-24W3/00
1787,101/02-34-053-24W3/00
1788,101/02-34-053-24W3/00
1789,101/02-34-053-24W3/00
1790,101/02-34-053-24W3/00
1791,101/07-34-053-24W3/00
1792,101/07-34-053-24W3/00
1793,101/07-34-053-24W3/00
1794,101/07-34-053-24W3/00
1795,101/07-34-053-24W3/00
1796,101/07-34-053-24W3/00
1797,101/07-34-053-24W3/00
1798,101/07-34-053-24W3/00
1799,101/07-34-053-24W3/00
1800,101/07-34-053-24W3/00
1801,101/07-34-053-24W3/00
1802,101/07-34-053-24W3/00
1803,101/07-34-053-24W3/00
1804,101/07-34-053-24W3/00
1805,101/07-34-053-24W3/00
1806,101/07-34-053-24W3/00
1807,101/07-34-053-24W3/00
1808,101/07-34-053-24W3/00
1809,101/07-34-053-24W3/00
1810,101/07-34-053-24W3/00
1811,101/07-34-053-24W3/00
1812,101/07-34-053-24W3/00
1813,101/07-34-053-24W3/00
1814,101/07-34-053-24W3/00
1815,101/07-34-053-24W3/00
1816,101/07-34-053-24W3/00
1817,101/07-34-053-24W3/00
1818,101/07-34-053-24W3/00
1819,101/07-34-053-24W3/00
1820,101/07-34-053-24W3/00
1821,101/07-34-053-24W3/00
1822,101/07-34-053-24W3/00
1823,101/07-34-053-24W3/00
1824,101/07-34-053-24W3/00
1825,101/07-34-053-24W3/00
1826,101/07-34-053-24W3/00
1827,101/07-34-053-24W3/00
1828,101/07-34-053-24W3/00
1829,101/07-34-053-24W3/00
1830,101/07-34-053-24W3/00
1831,101/07-34-053-24W3/00
1832,101/07-34-053-24W3/00
1833,101/07-34-053-24W3/00
1834,101/07-34-053-24W3/00
1835,101/07-34-053-24W3/00
1836,101/07-34-053-24W3/00
1837,101/07-34-053-24W3/00
1838,101/07-34-053-24W3/00
1839,101/07-34-053-24W3/00
1840,101/07-34-053-24W3/00
1841,101/07-34-053-24W3/00
1842,101/07-34-053-24W3/00
1843,101/07-34-053-24W3/00
1844,101/07-34-053-24W3/00
1845,101/07-34-053-24W3/00
1846,101/07-34-053-24W3/00
1847,101/07-34-053-24W3/00
1848,101/07-34-053-24W3/00
1849,101/07-34-053-24W3/00
1850,101/07-34-053-24W3/00
1851,101/07-34-053-24W3/00
1852,103/07-34-053-24W3/00
1853,103/07-34-053-24W3/00
1854,103/07-34-053-24W3/00
1855,103/07-34-053-24W3/00
1856,103/07-34-053-24W3/00
1857,103/07-34-053-24W3/00
1858,103/07-34-053-24W3/00
1859,103/07-34-053-24W3/00
1860,103/07-34-053-24W3/00
1861,103/07-34-053-24W3/00
1862,103/07-34-053-24W3/00
1863,103/07-34-053-24W3/00
1864,103/07-34-053-24W3/00
1865,103/07-34-053-24W3/00
1866,103/07-34-053-24W3/00
1867,103/07-34-053-24W3/00
1868,103/07-34-053-24W3/00
1869,103/07-34-053-24W3/00
1870,103/07-34-053-24W3/00
1871,103/07-34-053-24W3/00
1872,103/07-34-053-24W3/00
1873,103/07-34-053-24W3/00
1874,103/07-34-053-24W3/00
1875,103/07-34-053-24W3/00
1876,103/07-34-053-24W3/00
1877,103/07-34-053-24W3/00
1878,103/07-34-053-24W3/00
1879,103/07-34-053-24W3/00
1880,103/07-34-053-24W3/00
1881,103/07-34-053-24W3/00
1882,103/07-34-053-24W3/00
1883,103/07-34-053-24W3/00
1884,103/07-34-053-24W3/00
1885,103/07-34-053-24W3/00
1886,103/07-34-053-24W3/00
1887,103/07-34-053-24W3/00
1888,103/07-34-053-24W3/00
1889,103/07-34-053-24W3/00
1890,103/07-34-053-24W3/00
1891,103/07-34-053-24W3/00
1892,103/07-34-053-24W3/00
1893,103/07-34-053-24W3/00
1894,103/07-34-053-24W3/00
1895,103/07-34-053-24W3/00
1896,103/07-34-053-24W3/00
1897,103/07-34-053-24W3/00
1898,103/07-34-053-24W3/00
1899,103/07-34-053-24W3/00
1900,103/07-34-053-24W3/00
1901,103/07-34-053-24W3/00
1902,103/07-34-053-24W3/00
1903,103/07-34-053-24W3/00
1904,103/07-34-053-24W3/00
1905,103/07-34-053-24W3/00
1906,103/07-34-053-24W3/00
1907,103/07-34-053-24W3/00
1908,103/07-34-053-24W3/00
1909,103/07-34-053-24W3/00
1910,103/07-34-053-24W3/00
1911,103/07-34-053-24W3/00
1912,103/07-34-053-24W3/00
1913,103/07-34-053-24W3/00
1914,103/07-34-053-24W3/00
1915,103/07-34-053-24W3/00
1916,104/07-34-053-24W3/00
1917,104/07-34-053-24W3/00
1918,104/07-34-053-24W3/00
1919,104/07-34-053-24W3/00
1920,104/07-34-053-24W3/00
1921,104/07-34-053-24W3/00
1922,104/07-34-053-24W3/00
1923,104/07-34-053-24W3/00
1924,104/07-34-053-24W3/00
1925,104/07-34-053-24W3/00
1926,104/07-34-053-24W3/00
1927,104/07-34-053-24W3/00
1928,104/07-34-053-24W3/00
1929,104/07-34-053-24W3/00
1930,104/07-34-053-24W3/00
1931,104/07-34-053-24W3/00
1932,104/07-34-053-24W3/00
1933,104/07-34-053-24W3/00
1934,104/07-34-053-24W3/00
1935,104/07-34-053-24W3/00
1936,104/07-34-053-24W3/00
1937,104/07-34-053-24W3/00
1938,104/07-34-053-24W3/00
1939,104/07-34-053-24W3/00
1940,104/07-34-053-24W3/00
1941,104/07-34-053-24W3/00
1942,104/07-34-053-24W3/00
1943,104/07-34-053-24W3/00
1944,104/07-34-053-24W3/00
1945,104/07-34-053-24W3/00
1946,104/07-34-053-24W3/00
1947,104/07-34-053-24W3/00
1948,104/07-34-053-24W3/00
1949,104/07-34-053-24W3/00
1950,104/07-34-053-24W3/00
1951,104/07-34-053-24W3/00
1952,104/07-34-053-24W3/00
1953,104/07-34-053-24W3/00
1954,104/07-34-053-24W3/00
1955,104/07-34-053-24W3/00
1956,104/07-34-053-24W3/00
1957,104/07-34-053-24W3/00
1958,104/07-34-053-24W3/00
1959,104/07-34-053-24W3/00
1960,104/07-34-053-24W3/00
1961,104/07-34-053-24W3/00
1962,104/07-34-053-24W3/00
1963,104/07-34-053-24W3/00
1964,104/07-34-053-24W3/00
1965,104/07-34-053-24W3/00
1966,104/07-34-053-24W3/00
1967,104/07-34-053-24W3/00
1968,104/07-34-053-24W3/00
1969,104/07-34-053-24W3/00
1970,104/07-34-053-24W3/00
1971,104/07-34-053-24W3/00
1972,104/07-34-053-24W3/00
1973,104/07-34-053-24W3/00
1974,104/07-34-053-24W3/00
1975,104/07-34-053-24W3/00
1976,105/07-34-053-24W3/00
1977,105/07-34-053-24W3/00
1978,105/07-34-053-24W3/00
1979,105/07-34-053-24W3/00
1980,105/07-34-053-24W3/00
1981,105/07-34-053-24W3/00
1982,105/07-34-053-24W3/00
1983,105/07-34-053-24W3/00
1984,105/07-34-053-24W3/00
1985,105/07-34-053-24W3/00
1986,105/07-34-053-24W3/00
1987,105/07-34-053-24W3/00
1988,105/07-34-053-24W3/00
1989,105/07-34-053-24W3/00
1990,105/07-34-053-24W3/00
1991,105/07-34-053-24W3/00
1992,105/07-34-053-24W3/00
1993,105/07-34-053-24W3/00
1994,105/07-34-053-24W3/00
1995,105/07-34-053-24W3/00
1996,105/07-34-053-24W3/00
1997,105/07-34-053-24W3/00
1998,105/07-34-053-24W3/00
1999,105/07-34-053-24W3/00
2000,105/07-34-053-24W3/00
2001,105/07-34-053-24W3/00
2002,105/07-34-053-24W3/00
2003,105/07-34-053-24W3/00
2004,105/07-34-053-24W3/00
2005,105/07-34-053-24W3/00
2006,105/07-34-053-24W3/00
2007,105/07-34-053-24W3/00
2008,105/07-34-053-24W3/00
2009,105/07-34-053-24W3/00
2010,105/07-34-053-24W3/00
2011,105/07-34-053-24W3/00
2012,105/07-34-053-24W3/00
2013,105/07-34-053-24W3/00
2014,105/07-34-053-24W3/00
2015,105/07-34-053-24W3/00
2016,105/07-34-053-24W3/00
2017,105/07-34-053-24W3/00
2018,105/07-34-053-24W3/00
2019,105/07-34-053-24W3/00
2020,105/07-34-053-24W3/00
2021,105/07-34-053-24W3/00
2022,105/07-34-053-24W3/00
2023,105/07-34-053-24W3/00
2024,105/07-34-053-24W3/00
2025,105/07-34-053-24W3/00
2026,105/07-34-053-24W3/00
2027,105/07-34-053-24W3/00
2028,105/07-34-053-24W3/00
2029,105/07-34-053-24W3/00
2030,105/07-34-053-24W3/00
2031,105/07-34-053-24W3/00
2032,105/07-34-053-24W3/00
2033,105/07-34-053-24W3/00
2034,105/07-34-053-24W3/00
2035,105/07-34-053-24W3/00
2036,105/07-34-053-24W3/00
2037,105/07-34-053-24W3/00
2038,105/07-34-053-24W3/00
2039,105/07-34-053-24W3/00
2040,106/07-34-053-24W3/00
2041,106/07-34-053-24W3/00
2042,106/07-34-053-24W3/00
2043,106/07-34-053-24W3/00
2044,106/07-34-053-24W3/00
2045,106/07-34-053-24W3/00
2046,106/07-34-053-24W3/00
2047,106/07-34-053-24W3/00
2048,106/07-34-053-24W3/00
2049,106/07-34-053-24W3/00
2050,106/07-34-053-24W3/00
2051,106/07-34-053-24W3/00
2052,106/07-34-053-24W3/00
2053,106/07-34-053-24W3/00
2054,106/07-34-053-24W3/00
2055,106/07-34-053-24W3/00
2056,106/07-34-053-24W3/00
2057,106/07-34-053-24W3/00
2058,106/07-34-053-24W3/00
2059,106/07-34-053-24W3/00
2060,106/07-34-053-24W3/00
2061,106/07-34-053-24W3/00
2062,106/07-34-053-24W3/00
2063,106/07-34-053-24W3/00
2064,106/07-34-053-24W3/00
2065,106/07-34-053-24W3/00
2066,106/07-34-053-24W3/00
2067,106/07-34-053-24W3/00
2068,106/07-34-053-24W3/00
2069,106/07-34-053-24W3/00
2070,106/07-34-053-24W3/00
2071,106/07-34-053-24W3/00
2072,106/07-34-053-24W3/00
2073,106/07-34-053-24W3/00
2074,106/07-34-053-24W3/00
2075,106/07-34-053-24W3/00
2076,106/07-34-053-24W3/00
2077,106/07-34-053-24W3/00
2078,106/07-34-053-24W3/00
2079,106/07-34-053-24W3/00
2080,106/07-34-053-24W3/00
2081,106/07-34-053-24W3/00
2082,106/07-34-053-24W3/00
2083,106/07-34-053-24W3/00
2084,106/07-34-053-24W3/00
2085,106/07-34-053-24W3/00
2086,106/07-34-053-24W3/00
2087,106/07-34-053-24W3/00
2088,106/07-34-053-24W3/00
2089,106/07-34-053-24W3/00
2090,107/07-34-053-24W3/00
2091,107/07-34-053-24W3/00
2092,107/07-34-053-24W3/00
2093,107/07-34-053-24W3/00
2094,107/07-34-053-24W3/00
2095,107/07-34-053-24W3/00
2096,107/07-34-053-24W3/00
2097,107/07-34-053-24W3/00
2098,107/07-34-053-24W3/00
2099,107/07-34-053-24W3/00
2100,107/07-34-053-24W3/00
2101,107/07-34-053-24W3/00
2102,107/07-34-053-24W3/00
2103,107/07-34-053-24W3/00
2104,107/07-34-053-24W3/00
2105,107/07-34-053-24W3/00
2106,107/07-34-053-24W3/00
2107,107/07-34-053-24W3/00
2108,107/07-34-053-24W3/00
2109,107/07-34-053-24W3/00
2110,107/07-34-053-24W3/00
2111,107/07-34-053-24W3/00
2112,107/07-34-053-24W3/00
2113,107/07-34-053-24W3/00
2114,107/07-34-053-24W3/00
2115,107/07-34-053-24W3/00
2116,107/07-34-053-24W3/00
2117,107/07-34-053-24W3/00
2118,107/07-34-053-24W3/00
2119,107/07-34-053-24W3/00
2120,107/07-34-053-24W3/00
2121,107/07-34-053-24W3/00
2122,107/07-34-053-24W3/00
2123,107/07-34-053-24W3/00
2124,107/07-34-053-24W3/00
2125,107/07-34-053-24W3/00
2126,107/07-34-053-24W3/00
2127,107/07-34-053-24W3/00
2128,107/07-34-053-24W3/00
2129,107/07-34-053-24W3/00
2130,107/07-34-053-24W3/00
2131,107/07-34-053-24W3/00
2132,107/07-34-053-24W3/00
2133,107/07-34-053-24W3/00
2134,107/07-34-053-24W3/00
2135,107/07-34-053-24W3/00
2136,107/07-34-053-24W3/00
2137,107/07-34-053-24W3/00
2138,107/07-34-053-24W3/00
2139,108/07-34-053-24W3/00
2140,108/07-34-053-24W3/00
2141,108/07-34-053-24W3/00
2142,108/07-34-053-24W3/00
2143,108/07-34-053-24W3/00
2144,108/07-34-053-24W3/00
2145,108/07-34-053-24W3/00
2146,108/07-34-053-24W3/00
2147,108/07-34-053-24W3/00
2148,108/07-34-053-24W3/00
2149,108/07-34-053-24W3/00
2150,108/07-34-053-24W3/00
2151,108/07-34-053-24W3/00
2152,101/08-34-053-24W3/00
2153,101/08-34-053-24W3/00
2154,101/08-34-053-24W3/00
2155,101/08-34-053-24W3/00
2156,101/08-34-053-24W3/00
2157,101/08-34-053-24W3/00
2158,101/08-34-053-24W3/00
2159,101/08-34-053-24W3/00
2160,101/08-34-053-24W3/00
2161,101/08-34-053-24W3/00
2162,101/08-34-053-24W3/00
2163,101/08-34-053-24W3/00
2164,101/08-34-053-24W3/00
2165,101/08-34-053-24W3/00
2166,101/08-34-053-24W3/00
2167,101/08-34-053-24W3/00
2168,101/08-34-053-24W3/00
2169,101/08-34-053-24W3/00
2170,101/08-34-053-24W3/00
2171,101/08-34-053-24W3/00
2172,101/08-34-053-24W3/00
2173,101/08-34-053-24W3/00
2174,101/08-34-053-24W3/00
2175,101/08-34-053-24W3/00
2176,101/08-34-053-24W3/00
2177,101/08-34-053-24W3/00
2178,101/08-34-053-24W3/00
2179,101/08-34-053-24W3/00
2180,101/08-34-053-24W3/00
2181,101/08-34-053-24W3/00
2182,101/08-34-053-24W3/00
2183,101/08-34-053-24W3/00
2184,101/08-34-053-24W3/00
2185,101/08-34-053-24W3/00
2186,101/08-34-053-24W3/00
2187,101/08-34-053-24W3/00
2188,101/08-34-053-24W3/00
2189,101/08-34-053-24W3/00
2190,101/08-34-053-24W3/00
2191,101/08-34-053-24W3/00
2192,101/08-34-053-24W3/00
2193,101/08-34-053-24W3/00
2194,102/08-34-053-24W3/00
2195,102/08-34-053-24W3/00
2196,102/08-34-053-24W3/00
2197,102/08-34-053-24W3/00
2198,102/08-34-053-24W3/00
2199,102/08-34-053-24W3/00
2200,102/08-34-053-24W3/00
2201,102/08-34-053-24W3/00
2202,102/08-34-053-24W3/00
2203,102/08-34-053-24W3/00
2204,102/08-34-053-24W3/00
2205,102/08-34-053-24W3/00
2206,102/08-34-053-24W3/00
2207,102/08-34-053-24W3/00
2208,102/08-34-053-24W3/00
2209,102/08-34-053-24W3/00
2210,102/08-34-053-24W3/00
2211,102/08-34-053-24W3/00
2212,102/08-34-053-24W3/00
2213,102/08-34-053-24W3/00
2214,102/08-34-053-24W3/00
2215,102/08-34-053-24W3/00
2216,102/08-34-053-24W3/00
2217,102/08-34-053-24W3/00
2218,102/08-34-053-24W3/00
2219,102/08-34-053-24W3/00
2220,102/08-34-053-24W3/00
2221,102/08-34-053-24W3/00
2222,102/08-34-053-24W3/00
2223,102/08-34-053-24W3/00
2224,102/08-34-053-24W3/00
2225,102/08-34-053-24W3/00
2226,102/08-34-053-24W3/00
2227,102/08-34-053-24W3/00
2228,102/08-34-053-24W3/00
2229,102/08-34-053-24W3/00
2230,102/08-34-053-24W3/00
2231,102/08-34-053-24W3/00
2232,102/08-34-053-24W3/00
2233,102/08-34-053-24W3/00
2234,102/08-34-053-24W3/00
2235,102/08-34-053-24W3/00
